repo_name,slice_id,chain_type,start_state,timeline_len,has_bu,has_c,has_f,first_core_commit_num,first_full_commit_num,has_full_commit0,state_path,timeline
Malicious-Debian-Package-Maker,<module>@main.py_slice.py,benign_or_undetermined_to_full,Benign,12,1,0,1,,8,0,Benign -> Benign -> Undetermined -> Benign -> Undetermined -> Undetermined -> Undetermined -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,1(3d8bc):Benign -> 2(dafbc):Benign -> 3(8111f):Undetermined -> 4(8c58b):Benign -> 5(5b718):Undetermined -> 6(f45f7):Undetermined -> 7(08b1a):Undetermined -> 8(5b3ce):Full Attack Chain -> 9(5acf1):Full Attack Chain -> 10(44e01):Full Attack Chain -> 11(fb3cd):Full Attack Chain -> 12(563e4):Full Attack Chain
Malware,<module>@decrypt.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,12,1,1,0,1,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Undetermined,1(1cd73):Core Attack Chain -> 2(191eb):Core Attack Chain -> 3(1c436):Core Attack Chain -> 4(1b6b3):Core Attack Chain -> 5(67fd6):Core Attack Chain -> 6(c92fb):Core Attack Chain -> 7(6299c):Core Attack Chain -> 8(ee86b):Core Attack Chain -> 9(ebdb7):Core Attack Chain -> 10(123bd):Core Attack Chain -> 11(f560c):Undetermined -> 12(3d6cb):Undetermined
Malware,<module>@encrypt.py_slice.py,all_core,Core Attack Chain,13,0,1,0,0,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(efd75):Core Attack Chain -> 1(1cd73):Core Attack Chain -> 2(191eb):Core Attack Chain -> 3(1c436):Core Attack Chain -> 4(1b6b3):Core Attack Chain -> 5(67fd6):Core Attack Chain -> 6(c92fb):Core Attack Chain -> 7(6299c):Core Attack Chain -> 8(ee86b):Core Attack Chain -> 9(ebdb7):Core Attack Chain -> 10(123bd):Core Attack Chain -> 11(f560c):Core Attack Chain -> 12(3d6cb):Core Attack Chain
Malware,<module>@main.py_slice.py,all_full,Full Attack Chain,7,0,0,1,,6,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,6(c92fb):Full Attack Chain -> 7(6299c):Full Attack Chain -> 8(ee86b):Full Attack Chain -> 9(ebdb7):Full Attack Chain -> 10(123bd):Full Attack Chain -> 11(f560c):Full Attack Chain -> 12(3d6cb):Full Attack Chain
Malware-Sandbox-Simulation-,<module>@malware_simulator.py_slice.py,all_benign_or_undetermined,Benign,2,1,0,0,,,0,Benign -> Benign,0(7dc11):Benign -> 1(b99bd):Benign
Malware_Python,<module>@main.py_slice.py,all_full,Full Attack Chain,25,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(f5fae):Full Attack Chain -> 1(f8655):Full Attack Chain -> 2(05254):Full Attack Chain -> 3(ea11b):Full Attack Chain -> 4(c1a2d):Full Attack Chain -> 5(77298):Full Attack Chain -> 6(0e5a2):Full Attack Chain -> 7(35e28):Full Attack Chain -> 8(be041):Full Attack Chain -> 9(12941):Full Attack Chain -> 10(b6a9f):Full Attack Chain -> 11(7ed0b):Full Attack Chain -> 12(2011b):Full Attack Chain -> 13(ee1d1):Full Attack Chain -> 14(2727c):Full Attack Chain -> 15(9fab0):Full Attack Chain -> 16(18e97):Full Attack Chain -> 17(3c1b0):Full Attack Chain -> 18(a676c):Full Attack Chain -> 19(3154b):Full Attack Chain -> 20(a778f):Full Attack Chain -> 21(b6482):Full Attack Chain -> 22(c2454):Full Attack Chain -> 23(d1233):Full Attack Chain -> 24(d9c91):Full Attack Chain
MirageLink-rat-gui,<body>@builder_clients_data_client_client.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,30,0,Full Attack Chain,30(cb51a):Full Attack Chain
MirageLink-rat-gui,<body>@builder_clients_data_client_plugins_client_file_streamer.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,30(cb51a):Benign
MirageLink-rat-gui,<body>@builder_clients_data_client_plugins_client_main.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,30(cb51a):Benign
MirageLink-rat-gui,<body>@builder_clients_data_client_plugins_client_remote_desk.py_slice.py,all_core,Core Attack Chain,1,0,1,0,30,,0,Core Attack Chain,30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@client_fold_modules_main.py_slice.py,benign_or_undetermined_only,Undetermined,12,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(719c8):Undetermined -> 1(6d2af):Undetermined -> 2(a4a85):Undetermined -> 3(b3c15):Undetermined -> 4(b79f1):Undetermined -> 5(2c888):Undetermined -> 6(eee30):Benign -> 7(445a2):Benign -> 8(1eab6):Benign -> 9(c0342):Benign -> 10(3f1a6):Benign -> 11(e0592):Benign
MirageLink-rat-gui,<body>@frames_build_config.py_slice.py,benign_or_undetermined_only,Undetermined,17,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,13(0c0f3):Undetermined -> 14(38efe):Undetermined -> 15(7d0ce):Undetermined -> 16(b03b0):Undetermined -> 18(1ec14):Undetermined -> 19(cf4ae):Undetermined -> 20(16f9f):Undetermined -> 21(7a380):Benign -> 22(ba9e2):Benign -> 23(b2e6a):Benign -> 24(b1fa2):Benign -> 25(13334):Benign -> 26(7761a):Benign -> 27(d179f):Benign -> 28(17166):Benign -> 29(278a3):Benign -> 30(cb51a):Benign
MirageLink-rat-gui,<body>@frames_function.py_slice.py,all_core,Core Attack Chain,15,0,1,0,13,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(0c0f3):Core Attack Chain -> 14(38efe):Core Attack Chain -> 15(7d0ce):Core Attack Chain -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@frames_plugins_console.py_slice.py,all_benign_or_undetermined,Undetermined,17,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,13(0c0f3):Undetermined -> 14(38efe):Undetermined -> 15(7d0ce):Undetermined -> 16(b03b0):Undetermined -> 18(1ec14):Undetermined -> 19(cf4ae):Undetermined -> 20(16f9f):Undetermined -> 21(7a380):Undetermined -> 22(ba9e2):Undetermined -> 23(b2e6a):Undetermined -> 24(b1fa2):Undetermined -> 25(13334):Undetermined -> 26(7761a):Undetermined -> 27(d179f):Undetermined -> 28(17166):Undetermined -> 29(278a3):Undetermined -> 30(cb51a):Undetermined
MirageLink-rat-gui,<body>@frames_plugins_file_manager.py_slice.py,all_benign_or_undetermined,Undetermined,10,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,21(7a380):Undetermined -> 22(ba9e2):Undetermined -> 23(b2e6a):Undetermined -> 24(b1fa2):Undetermined -> 25(13334):Undetermined -> 26(7761a):Undetermined -> 27(d179f):Undetermined -> 28(17166):Undetermined -> 29(278a3):Undetermined -> 30(cb51a):Undetermined
MirageLink-rat-gui,<body>@frames_plugins_remote_desktop.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,13(0c0f3):Undetermined -> 14(38efe):Undetermined -> 15(7d0ce):Undetermined
MirageLink-rat-gui,<body>@frames_plugins_remote_tool.py_slice.py,all_core,Core Attack Chain,14,0,1,0,16,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,16(b03b0):Core Attack Chain -> 18(1ec14):Core Attack Chain -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<body>@frames_settings.py_slice.py,all_benign_or_undetermined,Benign,11,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,20(16f9f):Benign -> 21(7a380):Benign -> 22(ba9e2):Benign -> 23(b2e6a):Benign -> 24(b1fa2):Benign -> 25(13334):Benign -> 26(7761a):Benign -> 27(d179f):Benign -> 28(17166):Benign -> 29(278a3):Benign -> 30(cb51a):Benign
MirageLink-rat-gui,<body>@rat_gui.py_slice.py,all_core,Core Attack Chain,3,0,1,0,10,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain -> 12(51b32):Core Attack Chain
MirageLink-rat-gui,<body>@server_fold_rat_gui.py_slice.py,all_core,Core Attack Chain,7,0,1,0,3,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,3(b3c15):Core Attack Chain -> 4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain
MirageLink-rat-gui,<body>@server_fold_rat_gui2.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,9(c0342):Undetermined
MirageLink-rat-gui,<body>@server_gui.py_slice.py,core_to_full_no_bu,Core Attack Chain,17,0,1,1,13,29,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Full Attack Chain -> Core Attack Chain,13(0c0f3):Core Attack Chain -> 14(38efe):Core Attack Chain -> 15(7d0ce):Core Attack Chain -> 16(b03b0):Core Attack Chain -> 18(1ec14):Core Attack Chain -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Full Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<module>@builder_clients_data_client_build.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,30(cb51a):Benign
MirageLink-rat-gui,<module>@builder_clients_data_client_client.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,30,0,Full Attack Chain,30(cb51a):Full Attack Chain
MirageLink-rat-gui,<module>@builder_clients_data_client_plugins_client_main.py_slice.py,all_core,Core Attack Chain,1,0,1,0,30,,0,Core Attack Chain,30(cb51a):Core Attack Chain
MirageLink-rat-gui,<module>@client_fold_client.py_slice.py,all_full,Full Attack Chain,12,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(719c8):Full Attack Chain -> 1(6d2af):Full Attack Chain -> 2(a4a85):Full Attack Chain -> 3(b3c15):Full Attack Chain -> 4(b79f1):Full Attack Chain -> 5(2c888):Full Attack Chain -> 6(eee30):Full Attack Chain -> 7(445a2):Full Attack Chain -> 8(1eab6):Full Attack Chain -> 9(c0342):Full Attack Chain -> 10(3f1a6):Full Attack Chain -> 11(e0592):Full Attack Chain
MirageLink-rat-gui,<module>@client_fold_modules_main.py_slice.py,all_core,Core Attack Chain,12,0,1,0,0,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(719c8):Core Attack Chain -> 1(6d2af):Core Attack Chain -> 2(a4a85):Core Attack Chain -> 3(b3c15):Core Attack Chain -> 4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain -> 10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain
MirageLink-rat-gui,<module>@client_fold_server.py_slice.py,all_benign_or_undetermined,Undetermined,8,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,4(b79f1):Undetermined -> 5(2c888):Undetermined -> 6(eee30):Undetermined -> 7(445a2):Undetermined -> 8(1eab6):Undetermined -> 9(c0342):Undetermined -> 10(3f1a6):Undetermined -> 11(e0592):Undetermined
MirageLink-rat-gui,<module>@config.py_slice.py,all_benign_or_undetermined,Benign,17,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,13(0c0f3):Benign -> 14(38efe):Benign -> 15(7d0ce):Benign -> 16(b03b0):Benign -> 18(1ec14):Benign -> 19(cf4ae):Benign -> 20(16f9f):Benign -> 21(7a380):Benign -> 22(ba9e2):Benign -> 23(b2e6a):Benign -> 24(b1fa2):Benign -> 25(13334):Benign -> 26(7761a):Benign -> 27(d179f):Benign -> 28(17166):Benign -> 29(278a3):Benign -> 30(cb51a):Benign
MirageLink-rat-gui,<module>@rat_gui.py_slice.py,all_core,Core Attack Chain,3,0,1,0,10,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,10(3f1a6):Core Attack Chain -> 11(e0592):Core Attack Chain -> 12(51b32):Core Attack Chain
MirageLink-rat-gui,<module>@server_fold_rat_gui.py_slice.py,all_core,Core Attack Chain,6,0,1,0,4,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,4(b79f1):Core Attack Chain -> 5(2c888):Core Attack Chain -> 6(eee30):Core Attack Chain -> 7(445a2):Core Attack Chain -> 8(1eab6):Core Attack Chain -> 9(c0342):Core Attack Chain
MirageLink-rat-gui,<module>@server_fold_rat_gui2.py_slice.py,all_core,Core Attack Chain,1,0,1,0,9,,0,Core Attack Chain,9(c0342):Core Attack Chain
MirageLink-rat-gui,<module>@server_fold_server.py_slice.py,all_benign_or_undetermined,Undetermined,4,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined,0(719c8):Undetermined -> 1(6d2af):Undetermined -> 2(a4a85):Undetermined -> 3(b3c15):Undetermined
MirageLink-rat-gui,<module>@server_gui.py_slice.py,benign_or_undetermined_to_core,Undetermined,17,1,1,0,19,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(0c0f3):Undetermined -> 14(38efe):Undetermined -> 15(7d0ce):Undetermined -> 16(b03b0):Undetermined -> 18(1ec14):Undetermined -> 19(cf4ae):Core Attack Chain -> 20(16f9f):Core Attack Chain -> 21(7a380):Core Attack Chain -> 22(ba9e2):Core Attack Chain -> 23(b2e6a):Core Attack Chain -> 24(b1fa2):Core Attack Chain -> 25(13334):Core Attack Chain -> 26(7761a):Core Attack Chain -> 27(d179f):Core Attack Chain -> 28(17166):Core Attack Chain -> 29(278a3):Core Attack Chain -> 30(cb51a):Core Attack Chain
MirageLink-rat-gui,<module>@soundpad.py_slice.py,all_benign_or_undetermined,Benign,5,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign,26(7761a):Benign -> 27(d179f):Benign -> 28(17166):Benign -> 29(278a3):Benign -> 30(cb51a):Benign
MirageLink-rat-gui,add_content_to_tabs@rat_gui.py_slice.py,all_core,Core Attack Chain,1,0,1,0,10,,0,Core Attack Chain,10(3f1a6):Core Attack Chain
MirageLink-rat-gui,build_info_file@server_fold_rat_gui.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,5(2c888):Benign
MirageLink-rat-gui,create_file@frames_plugins_file_manager.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,22(ba9e2):Undetermined
MirageLink-rat-gui,create_func_app@rat_gui.py_slice.py,all_core,Core Attack Chain,1,0,1,0,10,,0,Core Attack Chain,10(3f1a6):Core Attack Chain
MirageLink-rat-gui,file_builder@frames_plugins_file_manager.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,22(ba9e2):Benign
NetWorm,<module>@networking.py_slice.py,all_benign_or_undetermined,Benign,4,1,0,0,,,0,Benign -> Benign -> Benign -> Benign,16(c0920):Benign -> 17(e5f98):Benign -> 18(d583e):Benign -> 19(9439d):Benign
NetWorm,<module>@worm.py_slice.py,benign_or_undetermined_to_core,Benign,20,1,1,0,3,,0,Benign -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(77e84):Benign -> 1(1ae15):Benign -> 2(51679):Benign -> 3(d0967):Core Attack Chain -> 4(55399):Core Attack Chain -> 5(3c5fc):Core Attack Chain -> 6(66ac3):Core Attack Chain -> 7(b89cf):Core Attack Chain -> 8(77612):Core Attack Chain -> 9(97172):Core Attack Chain -> 10(02426):Core Attack Chain -> 11(8a70e):Core Attack Chain -> 12(f9063):Core Attack Chain -> 13(10a7d):Core Attack Chain -> 14(71d5a):Core Attack Chain -> 15(c2499):Core Attack Chain -> 16(c0920):Core Attack Chain -> 17(e5f98):Core Attack Chain -> 18(d583e):Core Attack Chain -> 19(9439d):Core Attack Chain
PY-RAT,<module>@PY-RAT_PY_RAT.py_slice.py,all_full,Full Attack Chain,8,0,0,1,,2,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,2(319e9):Full Attack Chain -> 3(566f4):Full Attack Chain -> 4(ec602):Full Attack Chain -> 5(2b5b2):Full Attack Chain -> 6(cf545):Full Attack Chain -> 7(82cfb):Full Attack Chain -> 8(ef25b):Full Attack Chain -> 9(95c8a):Full Attack Chain
PY-RAT,<module>@PY_RAT.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,0,1,Full Attack Chain,0(9ffc2):Full Attack Chain
PY-RAT,<module>@SCRIPTS_changeVol.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,9(95c8a):Benign
PY-RAT,<module>@SCRIPTS_keyLogger.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,9,0,Full Attack Chain,9(95c8a):Full Attack Chain
PY-RAT,<module>@SCRIPTS_moveToStartup.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,8,0,Full Attack Chain,8(ef25b):Full Attack Chain
PizzaVirus,<module>@pizza.py_slice.py,benign_or_undetermined_to_full,Benign,9,1,0,1,,4,0,Benign -> Benign -> Benign -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(2077d):Benign -> 2(9d497):Benign -> 3(ddc50):Benign -> 4(68009):Full Attack Chain -> 5(41984):Full Attack Chain -> 6(9df46):Full Attack Chain -> 7(3c4a2):Full Attack Chain -> 8(36206):Full Attack Chain -> 9(5a01a):Full Attack Chain
